GeneID	Fitted.with.Significant.Coefficients	Fitted.with.Significant.Coefficients.No.Limma
ENSG00000143217	-3.5577016	-2.9486542
ENSG00000143226	-12.6947521	-13.9778551
ENSG00000143228	1.0360778	2.9974290
ENSG00000143248	-6.7131185	-6.5105559
ENSG00000143320	-18.8052629	-21.5896786
ENSG00000143322	0.1599185	1.7542034
ENSG00000143337	-0.0776343	-0.0970429
ENSG00000143341	-2.2026456	-2.7533071
ENSG00000143375	-2.6165742	-1.5769988
ENSG00000143382	-1.1016533	-1.3770667
ENSG00000143390	-0.0776343	-0.0970429
ENSG00000143412	-1.8750216	-0.4224076
ENSG00000143418	-0.0776343	-0.0970429
ENSG00000143450	-0.2060272	-0.2575340
ENSG00000143476	0.2068441	1.8100667
ENSG00000143479	0.6891121	2.3738772
ENSG00000143493	-0.0776343	-0.0970429
ENSG00000143502	-1.3860797	0.0000000
ENSG00000143514	1.0406944	3.0039024
ENSG00000143515	-0.0776343	-0.0970429
ENSG00000143520	-4.6651285	-4.4723107
ENSG00000143546	-3.4094112	-1.8653388
ENSG00000143556	-0.6655545	-0.8319431
ENSG00000143612	-0.0776343	-0.0970429
ENSG00000143621	-0.0776343	-0.0970429
ENSG00000143727	-0.0776343	-0.0970429
ENSG00000143742	0.0879544	1.6738827
ENSG00000143756	-0.0776343	-0.0970429
ENSG00000143786	-3.8220477	-2.8142030
ENSG00000143816	-4.1660843	-5.2076054
ENSG00000143847	-2.9459538	-2.0992649
ENSG00000143889	-0.0776343	-0.0970429
ENSG00000143919	-0.2060272	-0.2575340
ENSG00000143942	1.0279222	2.9944701
ENSG00000143947	-0.0776343	-0.0970429
ENSG00000143951	-3.3956352	-2.3050946
ENSG00000143970	1.1281447	3.1123302
ENSG00000143977	-0.0776343	-0.0970429
ENSG00000143995	-0.2060272	-0.2575340
ENSG00000144021	-0.0776343	-0.0970429
ENSG00000144036	-0.2060272	-0.2575340
ENSG00000144136	-1.1565436	0.2251860
ENSG00000144152	-1.0522416	-1.3153020
ENSG00000144199	-1.8162568	-0.3905115
ENSG00000144214	-1.3860797	0.0000000
ENSG00000144218	-0.2060272	-0.2575340
ENSG00000144233	1.1155306	3.0961977
ENSG00000144331	-1.3860797	0.0000000
ENSG00000144339	-1.3860797	0.0000000
ENSG00000144355	-2.9840784	-2.1507095
ENSG00000144369	0.5321521	2.2371168
ENSG00000144381	-0.0776343	-0.0970429
ENSG00000144395	-2.9797772	-1.8188737
ENSG00000144401	-1.7679932	-2.2099915
ENSG00000144406	-5.5984103	-5.1079322
ENSG00000144452	-1.4115212	-1.7644016
ENSG00000144468	-0.0776343	-0.0970429
ENSG00000144476	-1.5752790	-0.9767088
ENSG00000144566	-0.0776343	-0.0970429
ENSG00000144580	-0.0776343	-0.0970429
ENSG00000144619	-1.5502014	-1.9377517
ENSG00000144635	-0.0776343	-0.0970429
ENSG00000144642	-3.6623834	-2.6514381
ENSG00000144644	-1.9091299	-1.0187620
ENSG00000144648	-2.7664390	-1.7897970
ENSG00000144668	-4.3197151	-3.4741077
ENSG00000144741	-1.9229164	-0.4620132
ENSG00000144744	-0.0776343	-0.0970429
ENSG00000144810	-2.9931759	-2.0068925
ENSG00000144815	-1.3860797	0.0000000
ENSG00000144827	1.1166556	3.0975848
ENSG00000144834	1.9804929	4.6368231
ENSG00000144840	-0.0776343	-0.0970429
ENSG00000144847	-0.2060272	-0.2575340
ENSG00000144908	-1.8365071	-0.8098093
ENSG00000144909	1.0583288	3.0259658
ENSG00000145040	-0.4709068	-0.5886335
ENSG00000145063	-1.3860797	0.0000000
ENSG00000145075	-1.8395953	-0.4150013
ENSG00000145087	-1.9683442	-1.0973597
ENSG00000145107	-1.1676939	-1.4596174
ENSG00000145242	-1.9843998	-2.4804998
ENSG00000145244	-1.9087914	-0.8768032
ENSG00000145287	-1.7923739	-0.9235221
ENSG00000145335	-1.9028726	-0.4372438
ENSG00000145348	-3.3950363	-2.2814040
ENSG00000145358	11.2007136	15.1935363
ENSG00000145386	0.5980337	2.2402710
ENSG00000145391	0.6360180	2.3046033
ENSG00000145416	-2.9122016	-1.9281716
ENSG00000145423	-0.6655545	-0.8319431
ENSG00000145431	-1.1310900	-1.4138626
ENSG00000145495	-0.0776343	-0.0970429
ENSG00000145506	-3.4433900	-2.6789177
ENSG00000145526	-0.2060272	-0.2575340
ENSG00000145536	-1.6975571	-0.9265695
ENSG00000145545	1.1361640	3.1216359
ENSG00000145687	-1.9219128	-0.4476457
ENSG00000145692	-1.3860797	0.0000000
ENSG00000145703	-0.2060272	-0.2575340
ENSG00000145734	-0.0776343	-0.0970429
ENSG00000145743	-0.2060272	-0.2575340
ENSG00000145757	-1.9993736	-0.5045399
ENSG00000145780	-0.0776343	-0.0970429
ENSG00000145794	-1.4340957	-1.7926197
ENSG00000145819	-3.7296617	-2.6222795
ENSG00000145824	-5.8570101	-6.1935420
ENSG00000145868	-0.0776343	-0.0970429
ENSG00000145907	0.0293147	1.6009370
ENSG00000145934	-1.8900573	-2.3625717
ENSG00000145965	-1.8537503	-0.9593625
ENSG00000145979	-1.3860797	0.0000000
ENSG00000145982	-3.7810943	-2.7224233
ENSG00000145996	-3.5833749	-2.5052966
ENSG00000146038	-1.0999952	-1.3749940
ENSG00000146049	-1.3860797	0.0000000
ENSG00000146054	0.9481032	2.7159611
ENSG00000146072	-4.3644973	-3.7132625
ENSG00000146085	-0.0776343	-0.0970429
ENSG00000146143	-3.5509478	-2.4713034
ENSG00000146147	-0.2060272	-0.2575340
ENSG00000146192	-1.6778924	-1.0904637
ENSG00000146205	1.4786899	3.5552044
ENSG00000146242	1.8140017	3.9641933
ENSG00000146247	-0.7682061	0.7551661
ENSG00000146285	-3.4388146	-2.8046269
ENSG00000146386	0.2447629	1.8577977
ENSG00000146409	0.9161567	2.6338840
ENSG00000146410	0.1753292	1.7787646
ENSG00000146416	-4.0732270	-3.0029609
ENSG00000146425	-0.0776343	-0.0970429
ENSG00000146426	-1.8544745	-0.4183075
ENSG00000146433	-0.0776343	-0.0970429
ENSG00000146453	-1.6351239	-0.9288924
ENSG00000146457	1.0671511	3.0365373
ENSG00000146476	0.1676623	1.7659485
ENSG00000146477	-1.7624495	-0.8629090
ENSG00000146540	-2.9048744	-1.7174999
ENSG00000146592	-1.1242679	-1.4053349
ENSG00000146670	0.2573826	1.8647525
ENSG00000146674	-2.5398694	-3.1748368
ENSG00000146677	-1.5457231	-0.7995106
ENSG00000146733	-0.2060272	-0.2575340
ENSG00000146856	-2.6624636	-1.6280862
ENSG00000146872	-0.0776343	-0.0970429
ENSG00000146904	-4.4956852	-3.5519661
ENSG00000146918	-0.0776343	-0.0970429
ENSG00000146950	0.6625156	2.3894225
ENSG00000146966	0.3548812	2.0020290
ENSG00000147003	-1.8495612	-0.8300002
ENSG00000147044	-3.0958835	-1.9341152
ENSG00000147099	-3.0753063	-1.9366981
ENSG00000147117	-1.3860797	0.0000000
ENSG00000147124	-0.0776343	-0.0970429
ENSG00000147155	-0.0776343	-0.0970429
ENSG00000147168	-6.2553328	-5.9778589
ENSG00000147206	-1.3860797	0.0000000
ENSG00000147224	-0.0776343	-0.0970429
ENSG00000147231	-0.0776343	-0.0970429
ENSG00000147234	-1.3860797	0.0000000
ENSG00000147246	-1.3860797	0.0000000
ENSG00000147251	0.2847422	1.9037318
ENSG00000147257	-4.6741349	-3.7798212
ENSG00000147381	-0.6655545	-0.8319431
ENSG00000147394	-2.7627783	-3.4534729
ENSG00000147408	-12.1183257	-13.1253175
ENSG00000147443	-1.1664929	-1.4581161
ENSG00000147481	-1.9545239	-0.9886671
ENSG00000147526	-0.9021223	0.5821018
ENSG00000147548	-0.0776343	-0.0970429
ENSG00000147576	-1.1795940	-1.4744925
ENSG00000147586	-1.9115918	-0.4559641
ENSG00000147588	-1.5753002	-0.9209171
ENSG00000147604	-0.0776343	-0.0970429
ENSG00000147614	-1.1046695	-1.3808369
ENSG00000147647	-1.3860797	0.0000000
ENSG00000147649	1.0845212	3.0579601
ENSG00000147677	-1.9207002	-0.4608567
ENSG00000147689	-5.2260911	-5.2501449
ENSG00000147854	-0.8723209	0.6095873
ENSG00000147872	1.1951502	3.1943352
ENSG00000147874	0.8863415	2.5699557
ENSG00000147889	-1.2784833	-1.5981041
ENSG00000148019	0.1909685	1.7891205
ENSG00000148053	-3.8746429	-3.1950529
ENSG00000148110	0.4979510	2.1438018
ENSG00000148120	-0.2060272	-0.2575340
ENSG00000148187	-0.0776343	-0.0970429
ENSG00000148218	-0.0776343	-0.0970429
ENSG00000148219	-2.8301296	-1.7805607
ENSG00000148229	-0.0776343	-0.0970429
ENSG00000148248	-0.0776343	-0.0970429
ENSG00000148288	-1.3860797	0.0000000
ENSG00000148346	-3.1761168	-3.9701460
ENSG00000148408	-1.8450885	-0.9149997
ENSG00000148459	-0.0776343	-0.0970429
ENSG00000148481	-0.0776343	-0.0970429
ENSG00000148484	1.1776791	1.4720989
ENSG00000148516	-3.1955840	-2.2896081
ENSG00000148541	-1.8206480	-0.8208267
ENSG00000148604	-1.8657133	-0.9413379
ENSG00000148606	-0.0776343	-0.0970429
ENSG00000148655	-0.2060272	-0.2575340
ENSG00000148672	-0.0776343	-0.0970429
ENSG00000148680	0.1788832	2.3014111
ENSG00000148730	-0.0776343	-0.0970429
ENSG00000148773	-0.0776343	-0.0970429
ENSG00000148795	-1.9654097	-0.9954767
ENSG00000148834	1.6115648	3.7065345
ENSG00000148835	0.2430870	1.8635823
ENSG00000148841	0.7907692	2.5140160
ENSG00000148848	-1.1542980	-1.4428724
ENSG00000148908	-1.3860797	0.0000000
ENSG00000148935	-0.2060272	-0.2575340
ENSG00000149089	-0.0776343	-0.0970429
ENSG00000149090	8.1159834	11.6455208
ENSG00000149100	-0.0776343	-0.0970429
ENSG00000149131	-4.8890210	-4.3427327
ENSG00000149179	-1.9203749	-0.4583082
ENSG00000149196	-0.0776343	-0.0970429
ENSG00000149201	-1.3860797	0.0000000
ENSG00000149212	0.4289277	2.0981475
ENSG00000149256	-1.3798462	-1.7248078
ENSG00000149260	-1.3860797	0.0000000
ENSG00000149289	5.0248253	7.7747446
ENSG00000149294	-0.2060272	-0.2575340
ENSG00000149308	-0.8405442	0.6616370
ENSG00000149313	-0.0776343	-0.0970429
ENSG00000149380	-2.0123364	-0.5187804
ENSG00000149418	-5.7860451	-5.4613864
ENSG00000149451	-1.7487911	-0.9888071
ENSG00000149485	-1.3554664	-0.0963059
ENSG00000149488	-1.3860797	0.0000000
ENSG00000149489	1.4521034	3.2019993
ENSG00000149503	0.5568908	2.2241012
ENSG00000149527	-1.7162686	-0.9658970
ENSG00000149531	-1.9818426	-0.4960409
ENSG00000149532	-0.0776343	-0.0970429
ENSG00000149557	0.7853207	2.4996746
ENSG00000149564	-3.9892638	-3.5155557
ENSG00000149573	-6.4739304	-6.3789495
ENSG00000149591	-18.7387301	-21.3264572
ENSG00000149600	-0.0776343	-0.0970429
ENSG00000149633	-1.1222376	-1.4027969
ENSG00000149639	1.0491294	3.0143079
ENSG00000149646	-1.8894297	-0.8791029
ENSG00000149792	-0.0776343	-0.0970429
ENSG00000149926	-1.3860797	0.0000000
ENSG00000149948	-0.2060272	-0.2575340
ENSG00000149968	-1.5834290	-1.9792863
ENSG00000150045	-1.3860797	0.0000000
ENSG00000150054	-0.2060272	-0.2575340
ENSG00000150093	0.1495797	1.7479075
ENSG00000150337	-1.7493045	-0.9565042
ENSG00000150347	1.5913592	3.6822166
ENSG00000150471	-1.8191920	-0.9938133
ENSG00000150477	-11.1724272	-12.0417771
ENSG00000150556	-1.3860797	0.0000000
ENSG00000150630	-2.9843337	-2.0331156
ENSG00000150636	-4.1785744	-3.3853933
ENSG00000150637	-1.3860797	0.0000000
ENSG00000150656	-1.6575856	-1.0343070
ENSG00000150672	-3.0432107	-1.9992483
ENSG00000150722	-0.2060272	-0.2575340
ENSG00000150753	-0.0776343	-0.0970429
ENSG00000150756	1.2494781	3.2604684
ENSG00000150764	-0.0776343	-0.0970429
ENSG00000150768	0.1392261	1.7394519
ENSG00000150779	-0.0776343	-0.0970429
ENSG00000150782	-3.0234038	-2.2318698
ENSG00000150961	-0.0776343	-0.0970429
ENSG00000150967	-0.0776343	-0.0970429
ENSG00000151012	8.5615016	12.1616641
ENSG00000151023	-1.3860797	0.0000000
ENSG00000151062	-1.1437490	-1.4296863
ENSG00000151067	-1.8641749	-1.0625143
ENSG00000151148	-0.0776343	-0.0970429
ENSG00000151150	-2.8557321	-1.8127122
ENSG00000151151	0.2122163	1.8295794
ENSG00000151208	-0.0776343	-0.0970429
ENSG00000151224	-1.6900718	-1.0270829
ENSG00000151233	0.3345643	1.9549150
ENSG00000151239	0.4346575	2.0641491
ENSG00000151240	-0.0776343	-0.0970429
ENSG00000151247	-1.3788563	-0.1158888
ENSG00000151287	-0.0776343	-0.0970429
ENSG00000151292	1.0525658	3.0185468
ENSG00000151303	-3.0360996	-2.1589861
ENSG00000151320	-0.2060272	-0.2575340
ENSG00000151322	-1.8252083	-1.2369304
ENSG00000151338	-1.8347985	-0.4033091
ENSG00000151376	-0.2060272	-0.2575340
ENSG00000151388	-1.2013109	-1.5016386
ENSG00000151413	-0.2060272	-0.2575340
ENSG00000151458	0.3316125	1.9711058
ENSG00000151461	-0.0776343	-0.0970429
ENSG00000151468	-1.2802068	-1.6002585
ENSG00000151474	1.1830557	3.1794317
ENSG00000151490	-1.8450957	-0.8981723
ENSG00000151502	1.0389540	3.0017553
ENSG00000151503	0.3671516	1.9816577
ENSG00000151532	-0.0776343	-0.0970429
ENSG00000151553	0.2788008	1.9030927
ENSG00000151623	-1.9923068	-0.4936219
ENSG00000151632	-1.6498582	-0.8885044
ENSG00000151651	-1.3860797	0.0000000
ENSG00000151665	1.0573566	3.0244562
ENSG00000151725	-1.3860797	0.0000000
ENSG00000151726	0.2756757	1.8938289
ENSG00000151773	-4.2465257	-3.2921116
ENSG00000151790	-3.6108077	-3.1283964
ENSG00000151835	1.0560653	3.0244530
ENSG00000151893	-0.0776343	-0.0970429
ENSG00000151914	-0.2060272	-0.2575340
ENSG00000151923	-0.0776343	-0.0970429
ENSG00000151952	5.0581913	6.3227391
ENSG00000152061	-4.2866552	-3.2715996
ENSG00000152102	-0.0776343	-0.0970429
ENSG00000152117	-3.1359057	-1.9928023
ENSG00000152133	-0.0776343	-0.0970429
ENSG00000152137	-2.4290875	-3.0363594
ENSG00000152193	-0.0776343	-0.0970429
ENSG00000152207	12.2757568	16.5194871
ENSG00000152213	-1.8410983	-0.8552431
ENSG00000152234	-0.0776343	-0.0970429
ENSG00000152268	-3.8837609	-3.1857237
ENSG00000152292	-1.3860797	0.0000000
ENSG00000152332	1.1848231	3.1816097
ENSG00000152348	-1.9567604	-0.4864446
ENSG00000152377	-0.2060272	-0.2575340
ENSG00000152402	-1.8552265	-0.8457710
ENSG00000152422	-3.3701619	-2.2436534
ENSG00000152455	-0.0776343	-0.0970429
ENSG00000152487	-0.2060272	-0.2575340
ENSG00000152495	-1.1028373	-1.3785466
ENSG00000152583	-7.4082800	-7.3923554
ENSG00000152661	-3.3054632	-4.1318290
ENSG00000152700	-0.0776343	-0.0970429
ENSG00000152726	0.5504408	2.6346435
ENSG00000152749	-0.0776343	-0.0970429
ENSG00000152763	-0.2060272	-0.2575340
ENSG00000152779	-1.3860797	0.0000000
ENSG00000152910	-1.3860797	0.0000000
ENSG00000152932	-3.7256664	-2.9660348
ENSG00000152936	-1.3860797	0.0000000
ENSG00000152939	-2.8954219	-1.8726187
ENSG00000152977	-3.2734181	-2.5907610
ENSG00000153012	-1.7153766	-0.9687661
ENSG00000153015	-3.3396451	-2.2235743
ENSG00000153060	-1.3860797	0.0000000
ENSG00000153071	-1.3384165	-0.0746259
ENSG00000153093	-1.9273033	-1.0344652
ENSG00000153107	-0.0776343	-0.0970429
ENSG00000153130	-0.0776343	-0.0970429
ENSG00000153201	0.4149163	2.0370365
ENSG00000153237	-1.3860797	0.0000000
ENSG00000153283	-1.7910044	-0.8890299
ENSG00000153291	-2.7465926	-1.8346173
ENSG00000153292	-1.8348678	-1.0402268
ENSG00000153395	-0.0776343	-0.0970429
ENSG00000153446	-0.2060272	-0.2575340
ENSG00000153495	-1.3860797	0.0000000
ENSG00000153560	-0.0776343	-0.0970429
ENSG00000153561	-0.0776343	-0.0970429
ENSG00000153666	-3.4617640	-2.6397760
ENSG00000153774	-1.9615509	-0.4845659
ENSG00000153802	-1.6453907	-1.0716206
ENSG00000153822	-1.3860797	0.0000000
ENSG00000153823	-2.9885465	-1.8933611
ENSG00000153827	-0.0776343	-0.0970429
ENSG00000153832	-3.6544000	-2.5791866
ENSG00000153902	-5.4626212	-4.9856386
ENSG00000153904	-1.0562477	-1.3203097
ENSG00000153922	-0.0776343	-0.0970429
ENSG00000153989	1.2024290	3.2033040
ENSG00000153993	-1.2181385	-1.5226731
ENSG00000154065	-1.6519120	-0.8255684
ENSG00000154079	-3.2253870	-2.0810023
ENSG00000154080	-3.4284975	-2.5088981
ENSG00000154099	-1.3860797	0.0000000
ENSG00000154114	1.1485092	3.1380157
ENSG00000154122	-0.2060272	-0.2575340
ENSG00000154124	-0.0776343	-0.0970429
ENSG00000154133	-3.0995474	-2.3356307
ENSG00000154144	-0.0776343	-0.0970429
ENSG00000154146	0.9262075	2.6884037
ENSG00000154153	-0.2060272	-0.2575340
ENSG00000154162	-0.2060272	-0.2575340
ENSG00000154174	-0.0776343	-0.0970429
ENSG00000154175	-3.9720326	-3.2969802
ENSG00000154188	-1.6454211	-1.0675581
ENSG00000154240	-1.9700729	-0.4848077
ENSG00000154258	-3.6710819	-2.8707150
ENSG00000154262	-3.0407873	-2.2734622
ENSG00000154263	-1.8855480	-0.8480528
ENSG00000154269	-1.3860797	0.0000000
ENSG00000154274	-2.8539534	-1.8655808
ENSG00000154330	-3.2039869	-2.3524785
ENSG00000154473	0.0354321	1.5983268
ENSG00000154529	-3.0429882	-2.0452275
ENSG00000154640	1.1240039	3.1057917
ENSG00000154645	-1.3860797	0.0000000
ENSG00000154655	-3.1707584	-2.2034347
ENSG00000154721	-3.3570167	-2.5697821
ENSG00000154723	-0.0776343	-0.0970429
ENSG00000154727	-0.0776343	-0.0970429
ENSG00000154760	-0.2060272	-0.2575340
ENSG00000154783	-3.5899585	-2.8651086
ENSG00000154814	-0.0776343	-0.0970429
ENSG00000154845	-0.0776343	-0.0970429
ENSG00000154856	-2.3272258	-2.9090323
ENSG00000154864	-0.6655545	-0.8319431
ENSG00000154874	-0.2060272	-0.2575340
ENSG00000154917	-0.2060272	-0.2575340
ENSG00000154928	-0.2060272	-0.2575340
ENSG00000154978	-1.3860797	0.0000000
ENSG00000154997	-1.9783237	-1.0961520
ENSG00000155008	-0.0776343	-0.0970429
ENSG00000155011	-1.3860797	0.0000000
ENSG00000155016	0.4537505	2.1081664
ENSG00000155066	-6.9749459	-6.8476132
ENSG00000155096	-0.0776343	-0.0970429
ENSG00000155158	-0.2060272	-0.2575340
ENSG00000155189	0.3709380	2.0071276
ENSG00000155265	-1.3860797	0.0000000
ENSG00000155304	-0.0776343	-0.0970429
ENSG00000155368	-0.0776343	-0.0970429
ENSG00000155380	-0.0776343	-0.0970429
ENSG00000155465	-2.7942646	-1.7617790
ENSG00000155495	-0.6655545	-0.8319431
ENSG00000155506	-0.0776343	-0.0970429
ENSG00000155508	-0.0776343	-0.0970429
ENSG00000155530	-1.8501313	-0.7960511
ENSG00000155545	-0.0776343	-0.0970429
ENSG00000155621	-0.0776343	-0.0970429
ENSG00000155640	-0.5378659	1.0266592
ENSG00000155719	-1.8387453	-0.8090116
ENSG00000155749	-2.0752611	-0.5608564
ENSG00000155792	-1.8616953	-0.4125736
ENSG00000155816	-1.2675432	-1.5844290
ENSG00000155827	-0.0776343	-0.0970429
ENSG00000155849	-3.2205807	-2.0114491
ENSG00000155850	0.3732127	2.0246844
ENSG00000155858	-0.0776343	-0.0970429
ENSG00000155876	0.1349448	1.7245394
ENSG00000155926	-3.8773548	-3.3018652
ENSG00000155959	-0.0776343	-0.0970429
ENSG00000155962	-3.9775440	-3.3642198
ENSG00000155974	-0.2060272	-0.2575340
ENSG00000156017	-0.0776343	-0.0970429
ENSG00000156030	-0.0776343	-0.0970429
ENSG00000156042	-1.3860797	0.0000000
ENSG00000156110	-1.9461155	-0.4761006
ENSG00000156136	-1.3860797	0.0000000
ENSG00000156171	-0.0776343	-0.0970429
ENSG00000156194	-1.8984640	-0.9992158
ENSG00000156206	-1.3860797	0.0000000
ENSG00000156218	-19.3058415	-21.8475445
ENSG00000156219	-2.8797428	-1.8437206
ENSG00000156261	-0.0776343	-0.0970429
ENSG00000156265	-2.6444148	-1.5978049
ENSG00000156298	-2.6478616	-3.3098269
ENSG00000156381	1.1142690	2.8880776
ENSG00000156463	-3.5070592	-2.7720203
ENSG00000156471	-0.0776343	-0.0970429
ENSG00000156475	-3.7559804	-2.8783375
ENSG00000156500	-3.4779697	-2.5490007
ENSG00000156504	-0.0776343	-0.0970429
ENSG00000156508	-0.0776343	-0.0970429
ENSG00000156515	-0.0776343	-0.0970429
ENSG00000156531	0.0759410	1.6626438
ENSG00000156535	4.3024137	6.8869521
ENSG00000156599	-0.0776343	-0.0970429
ENSG00000156639	-1.9219824	-0.4618093
ENSG00000156671	0.1078535	1.6879703
ENSG00000156735	-0.0776343	-0.0970429
ENSG00000156802	0.1145424	1.7066143
ENSG00000156831	-3.1320711	-1.9969116
ENSG00000156875	-0.0776343	-0.0970429
ENSG00000156966	-3.1301154	-2.3646223
ENSG00000156968	-1.8761838	-0.8280370
ENSG00000156970	-1.3860797	0.0000000
ENSG00000157036	-0.0776343	-0.0970429
ENSG00000157045	-0.0776343	-0.0970429
ENSG00000157060	-1.3860797	0.0000000
ENSG00000157077	-0.0776343	-0.0970429
ENSG00000157106	-0.0776343	-0.0970429
ENSG00000157110	-0.2060272	-0.2575340
ENSG00000157168	-3.3692767	-2.4369088
ENSG00000157191	-0.0776343	-0.0970429
ENSG00000157193	-0.0776343	-0.0970429
ENSG00000157214	-1.8666747	-0.8020585
ENSG00000157240	1.2315027	3.2398317
ENSG00000157322	-1.8127687	-0.9393754
ENSG00000157343	-1.3860797	0.0000000
ENSG00000157350	-0.0776343	-0.0970429
ENSG00000157368	-3.3585874	-2.4674939
ENSG00000157388	-4.8205574	-3.8596166
ENSG00000157404	2.2313052	4.2233396
ENSG00000157423	-1.8245712	-0.9510434
ENSG00000157456	0.4926906	2.1269486
ENSG00000157500	-0.0776343	-0.0970429
ENSG00000157538	-0.0776343	-0.0970429
ENSG00000157554	-3.0965765	-2.3041226
ENSG00000157570	-3.4148610	-2.2942284
ENSG00000157600	-0.2060272	-0.2575340
ENSG00000157601	-1.6692327	-2.0865409
ENSG00000157613	-2.9181845	-2.0211730
ENSG00000157625	1.1877337	3.1852012
ENSG00000157734	-2.1320322	-0.5627614
ENSG00000157764	1.0548665	3.0213848
ENSG00000157765	-1.3860797	0.0000000
ENSG00000157766	-1.8256257	-0.9856897
ENSG00000157782	-1.3860797	0.0000000
ENSG00000157823	-0.2060272	-0.2575340
ENSG00000157827	-4.3114871	-3.6136000
ENSG00000157851	-1.8089090	-0.9383272
ENSG00000157856	-1.3860797	0.0000000
ENSG00000157869	-3.4795715	-2.3355746
ENSG00000157927	0.4274740	2.2178333
ENSG00000157965	-1.3860797	0.0000000
ENSG00000157985	-3.3889585	-2.2614199
ENSG00000157992	-1.9547342	-0.4713355
ENSG00000158014	-1.8510342	-0.8078978
ENSG00000158019	-1.8835943	-0.4344124
ENSG00000158055	-1.6351642	-1.0722462
ENSG00000158062	1.1991092	1.4988865
ENSG00000158079	1.0755822	3.0497027
ENSG00000158089	-0.2060272	-0.2575340
ENSG00000158106	-1.1287495	-1.4109369
ENSG00000158164	-0.4328919	1.0685999
ENSG00000158169	-1.8568460	-0.4127854
ENSG00000158186	0.3464227	1.9784051
ENSG00000158201	-0.0776343	-0.0970429
ENSG00000158246	-1.1913005	-1.4891256
ENSG00000158270	-3.0650898	-2.2029720
ENSG00000158296	-2.7292919	-3.4116149
ENSG00000158315	-3.1564251	-2.3039789
ENSG00000158402	1.0937355	3.0710342
ENSG00000158428	-1.9655291	-0.9297580
ENSG00000158435	-0.0776343	-0.0970429
ENSG00000158486	-1.7644917	-0.9566451
ENSG00000158516	-1.0337101	-1.2921377
ENSG00000158517	-3.9361083	-3.1721561
ENSG00000158560	-1.2068286	-1.5085357
ENSG00000158636	-0.0776343	-0.0970429
ENSG00000158669	1.2724911	3.2896052
ENSG00000158711	-0.0776343	-0.0970429
ENSG00000158714	-3.9446739	-3.0573841
ENSG00000158764	-1.6981465	-0.8499926
ENSG00000158828	1.0571260	3.0241719
ENSG00000158869	-15.4715923	-17.4409121
ENSG00000158874	-0.2060272	-0.2575340
ENSG00000158887	-3.6752424	-4.5940530
ENSG00000159128	-0.0776343	-0.0970429
ENSG00000159164	1.2730866	3.0927432
ENSG00000159166	-2.7543852	-3.4429815
ENSG00000159167	7.7800336	11.2340297
ENSG00000159173	-1.8293912	-0.9944228
ENSG00000159189	-23.8791519	-29.8489398
ENSG00000159200	0.4909442	2.1380370
ENSG00000159217	-3.4091728	-2.5909001
ENSG00000159228	-0.0776343	-0.0970429
ENSG00000159231	1.1660653	3.1584927
ENSG00000159263	-1.8373878	-0.8510447
ENSG00000159289	-1.3860797	0.0000000
ENSG00000159307	-1.7938108	-0.8734038
ENSG00000159314	-3.7009633	-2.9461352
ENSG00000159374	-1.8335756	-0.7881442
ENSG00000159403	-5.0134839	-4.3874139
ENSG00000159433	-0.0776343	-0.0970429
ENSG00000159459	-0.0776343	-0.0970429
ENSG00000159516	-0.6655545	-0.8319431
ENSG00000159579	-0.0776343	-0.0970429
ENSG00000159588	-1.8355177	-0.8154273
ENSG00000159648	-1.3860797	0.0000000
ENSG00000159708	-3.4807520	-2.6146220
ENSG00000159713	-3.2265430	-2.5209971
ENSG00000159753	-3.1483512	-2.0866737
