Gene ID	CI DESeq	CI NOISeq	CuffDiff	Limma	GeneSpring
ENSG00000229154	3.879085033	NA	NA	NA	NA
ENSG00000229164	NA	NA	-5.53389	NA	NA
ENSG00000229169	2.193855799	NA	NA	NA	NA
ENSG00000229173	3.575548452	NA	NA	NA	NA
ENSG00000229178	-2.022129506	NA	NA	-2.460438376	NA
ENSG00000229180	-2.884738352	NA	-4.11066	-3.934066805	-2.9748542
ENSG00000229190	NA	NA	NA	NA	NA
ENSG00000229191	-3.96857473	NA	NA	NA	NA
ENSG00000229198	-4.669920086	NA	NA	NA	NA
ENSG00000229200	NA	NA	NA	NA	NA
ENSG00000229206	3.072025672	NA	NA	NA	NA
ENSG00000229212	-3.968490839	NA	NA	-2.804025712	NA
ENSG00000229217	3.720008618	NA	NA	NA	NA
ENSG00000229227	-2.104992133	NA	-3.30317	-2.810530809	-5.522355
ENSG00000229233	NA	NA	NA	-2.647919758	NA
ENSG00000229235	2.709158699	NA	NA	NA	NA
ENSG00000229242	5.896481376	NA	NA	NA	NA
ENSG00000229258	3.003921231	NA	NA	NA	NA
ENSG00000229282	NA	NA	NA	NA	NA
ENSG00000229297	-2.69299683	NA	NA	NA	NA
ENSG00000229298	2.185365654	NA	NA	NA	NA
ENSG00000229325	2.180294355	NA	NA	NA	NA
ENSG00000229330	2.225057237	NA	NA	NA	NA
ENSG00000229331	3.789373214	NA	NA	NA	NA
ENSG00000229339	3.700022842	NA	NA	NA	NA
ENSG00000229344	-4.291214066	NA	-3.44561	NA	NA
ENSG00000229348	-3.116216779	NA	NA	NA	NA
ENSG00000229349	-6.83269373	NA	NA	NA	NA
ENSG00000229358	NA	NA	-2.83469	-2.652159429	NA
ENSG00000229373	2.106676308	NA	NA	NA	NA
ENSG00000229376	-4.149792125	NA	NA	NA	NA
ENSG00000229388	-2.124184604	NA	NA	-4.281418074	NA
ENSG00000229390	NA	NA	NA	-4.657731567	NA
ENSG00000229391	NA	-13.61436346	NA	NA	NA
ENSG00000229399	2.290653844	NA	NA	NA	NA
ENSG00000229400	NA	NA	-3.64394	-2.915729863	NA
ENSG00000229404	-5.204081544	NA	NA	NA	NA
ENSG00000229407	-6.87764223	NA	NA	NA	NA
ENSG00000229409	NA	NA	NA	2.262049145	12.335841
ENSG00000229413	-3.051588446	NA	NA	-2.413975407	NA
ENSG00000229414	-6.521165753	NA	NA	NA	NA
ENSG00000229417	-4.022440309	NA	NA	NA	NA
ENSG00000229422	-3.338357062	NA	NA	-3.085863139	NA
ENSG00000229427	2.610529647	NA	NA	NA	NA
ENSG00000229436	3.177560335	NA	NA	NA	NA
ENSG00000229438	-4.099042168	NA	NA	NA	NA
ENSG00000229447	NA	NA	NA	-2.115202664	NA
ENSG00000229463	2.002550427	NA	NA	-4.44709175	NA
ENSG00000229464	3.877424374	NA	NA	NA	NA
ENSG00000229473	2.404384872	NA	NA	NA	NA
ENSG00000229474	-2.456828709	NA	NA	-2.402894187	NA
ENSG00000229491	-8.198502253	NA	NA	-5.739718502	NA
ENSG00000229498	-4.847404091	NA	NA	-6.212750087	NA
ENSG00000229500	3.28971308	NA	NA	NA	NA
ENSG00000229502	3.630537896	NA	NA	NA	NA
ENSG00000229519	NA	NA	NA	-2.765765672	NA
ENSG00000229521	2.054393976	NA	NA	NA	NA
ENSG00000229523	NA	NA	NA	NA	NA
ENSG00000229530	2.003338371	NA	NA	NA	NA
ENSG00000229543	-4.341631946	NA	NA	-4.067616153	NA
ENSG00000229556	-6.311465558	NA	NA	-8.268716579	NA
ENSG00000229587	NA	NA	NA	-4.579718101	NA
ENSG00000229588	NA	NA	NA	NA	NA
ENSG00000229589	NA	NA	-2.77908	-2.27493935	NA
ENSG00000229591	NA	NA	-2.30348	-2.17845385	-3.5277476
ENSG00000229618	-5.233523531	NA	NA	-6.20923874	NA
ENSG00000229622	4.387471998	NA	NA	NA	NA
ENSG00000229623	2.81170239	NA	NA	NA	NA
ENSG00000229625	-5.933859782	NA	NA	NA	NA
ENSG00000229628	-5.093247938	NA	NA	NA	NA
ENSG00000229638	-3.406772251	NA	NA	NA	NA
ENSG00000229659	-4.468729151	NA	NA	NA	NA
ENSG00000229660	NA	NA	NA	-3.479628657	NA
ENSG00000229674	4.225806182	NA	NA	NA	NA
ENSG00000229677	2.412507463	NA	NA	NA	NA
ENSG00000229683	-7.142775333	NA	NA	NA	NA
ENSG00000229696	3.370534755	NA	NA	NA	NA
ENSG00000229704	2.034523044	NA	NA	NA	NA
ENSG00000229727	-5.484209168	NA	NA	NA	NA
ENSG00000229728	-2.007336293	NA	NA	-4.2378578	NA
ENSG00000229729	NA	NA	NA	2.184326822	4.5681767
ENSG00000229759	NA	NA	NA	-3.560445123	NA
ENSG00000229771	-5.421000734	NA	NA	NA	NA
ENSG00000229782	-5.488408932	NA	NA	NA	NA
ENSG00000229789	-2.21222354	NA	NA	NA	NA
ENSG00000229801	NA	NA	-3.8023	NA	NA
ENSG00000229807	-13.46224122	-13.05332446	-14.7989	-11.28887906	NA
ENSG00000229816	NA	NA	NA	-4.682277642	NA
ENSG00000229819	3.14460461	NA	NA	NA	NA
ENSG00000229828	-5.294523381	NA	NA	-6.341134145	NA
ENSG00000229833	NA	NA	NA	NA	NA
ENSG00000229836	-5.859276284	-5.863465079	NA	NA	NA
ENSG00000229847	-7.507804666	NA	NA	-5.910341488	NA
ENSG00000229848	-2.164604604	NA	NA	NA	NA
ENSG00000229851	-2.41851659	NA	-3.15397	-2.842184878	-7.2075696
ENSG00000229852	-3.424350033	NA	-5.37159	-5.136335285	NA
ENSG00000229853	3.486817753	NA	NA	NA	NA
ENSG00000229862	NA	NA	NA	-2.843604977	NA
ENSG00000229891	-2.394751824	NA	NA	NA	NA
ENSG00000229893	NA	NA	NA	-4.461148156	NA
ENSG00000229894	2.77192032	NA	NA	NA	NA
ENSG00000229901	-5.546505852	NA	NA	NA	NA
ENSG00000229905	-5.613332943	NA	NA	NA	NA
ENSG00000229917	2.749032281	NA	NA	NA	NA
ENSG00000229921	-4.906393405	NA	NA	-4.680097695	NA
ENSG00000229932	-7.652227352	NA	NA	-5.20618309	NA
ENSG00000229939	-4.584604093	NA	NA	NA	NA
ENSG00000229944	NA	NA	NA	2.56523666	NA
ENSG00000229948	2.49615171	NA	NA	NA	NA
ENSG00000229954	3.357228627	NA	NA	NA	NA
ENSG00000229956	NA	NA	-3.0967	-2.616175522	NA
ENSG00000229969	-3.174354673	NA	NA	NA	NA
ENSG00000229970	-3.35849605	NA	NA	NA	NA
ENSG00000229980	-2.115637694	NA	NA	NA	NA
ENSG00000229983	-4.468142521	NA	NA	-4.883369019	NA
ENSG00000229992	2.703288655	NA	NA	NA	NA
ENSG00000229994	NA	NA	NA	-6.466846795	NA
ENSG00000229996	2.290129841	NA	NA	NA	NA
ENSG00000230006	-6.063412357	NA	-7.53579	-7.148348723	NA
ENSG00000230010	-2.801620413	NA	NA	NA	NA
ENSG00000230021	NA	NA	NA	-4.108640363	NA
ENSG00000230037	-5.63276575	NA	NA	NA	NA
ENSG00000230043	NA	NA	NA	NA	NA
ENSG00000230046	4.170720422	NA	NA	NA	NA
ENSG00000230058	-2.665916678	NA	NA	-4.590637542	NA
ENSG00000230061	-10.52973114	NA	NA	NA	NA
ENSG00000230068	NA	NA	NA	-6.317991314	NA
ENSG00000230076	-2.496360077	NA	NA	NA	NA
ENSG00000230081	3.353303087	NA	NA	NA	NA
ENSG00000230084	NA	NA	-5.82994	-5.255660245	NA
ENSG00000230092	NA	NA	NA	-2.597850046	NA
ENSG00000230099	NA	NA	NA	NA	NA
ENSG00000230102	-3.22219793	NA	-6.33938	-5.871428974	NA
ENSG00000230113	-6.50733146	NA	NA	NA	NA
ENSG00000230119	2.354395524	NA	NA	NA	NA
ENSG00000230124	-2.46879444	NA	NA	NA	NA
ENSG00000230148	NA	NA	-2.17863	NA	NA
ENSG00000230154	2.397379138	NA	NA	NA	NA
ENSG00000230166	4.00815429	NA	NA	NA	NA
ENSG00000230174	-5.584179908	NA	NA	NA	NA
ENSG00000230177	NA	NA	NA	-2.960115843	NA
ENSG00000230186	NA	NA	NA	NA	NA
ENSG00000230189	-2.673721819	NA	-4.92417	-4.795679056	NA
ENSG00000230202	-3.536752602	NA	NA	NA	NA
ENSG00000230207	-2.562239173	NA	NA	2.250799506	NA
ENSG00000230215	-4.739431436	NA	NA	-4.061883839	NA
ENSG00000230223	NA	NA	NA	NA	NA
ENSG00000230255	-5.609088444	NA	NA	NA	NA
ENSG00000230259	-5.285766371	NA	-4.35935	-3.429066116	NA
ENSG00000230267	NA	NA	NA	NA	NA
ENSG00000230294	-4.909111172	NA	NA	NA	NA
ENSG00000230295	NA	NA	NA	-3.465247821	NA
ENSG00000230305	-3.658400546	NA	NA	-3.596799441	NA
ENSG00000230311	-5.564752988	NA	NA	NA	NA
ENSG00000230312	3.85375494	NA	NA	NA	NA
ENSG00000230314	-5.101304459	NA	NA	NA	NA
ENSG00000230316	-6.618858939	NA	NA	NA	NA
ENSG00000230319	NA	NA	NA	-2.260447604	NA
ENSG00000230322	3.266885416	NA	NA	NA	NA
ENSG00000230323	-3.015599667	NA	NA	NA	NA
ENSG00000230342	NA	NA	NA	NA	NA
ENSG00000230358	NA	NA	NA	-3.966011148	NA
ENSG00000230366	-2.816961734	NA	NA	NA	NA
ENSG00000230368	-6.314944952	NA	NA	-6.312321612	NA
ENSG00000230373	-2.24958301	NA	NA	NA	NA
ENSG00000230381	NA	NA	NA	-3.065133972	NA
ENSG00000230392	-5.181476432	NA	NA	-8.046336908	NA
ENSG00000230393	-3.286052542	NA	NA	NA	NA
ENSG00000230394	NA	NA	NA	NA	2.1260896
ENSG00000230399	3.770017106	NA	NA	NA	NA
ENSG00000230401	-5.788100912	NA	NA	-7.082574235	-6.671891
ENSG00000230408	NA	NA	NA	NA	NA
ENSG00000230410	-3.473792598	NA	NA	-6.001055713	NA
ENSG00000230415	-4.02946425	NA	NA	NA	NA
ENSG00000230417	-5.21833502	NA	NA	NA	NA
ENSG00000230425	NA	NA	NA	NA	NA
ENSG00000230426	-4.057461033	NA	NA	-3.890039425	NA
ENSG00000230438	-4.992776886	NA	NA	-4.300107169	NA
ENSG00000230446	-5.899040525	NA	NA	NA	NA
ENSG00000230454	-6.641111185	NA	NA	-7.133299655	NA
ENSG00000230457	-4.103665938	NA	NA	NA	NA
ENSG00000230459	2.517739188	NA	NA	NA	NA
ENSG00000230461	-5.275369264	NA	NA	NA	NA
ENSG00000230479	-6.179036882	NA	NA	NA	NA
ENSG00000230482	2.039118694	NA	NA	NA	NA
ENSG00000230490	-2.885521009	NA	NA	-5.209265761	NA
ENSG00000230491	-4.104038558	NA	NA	NA	NA
ENSG00000230510	NA	NA	NA	-3.373246803	NA
ENSG00000230521	-2.172651601	NA	NA	NA	NA
ENSG00000230524	-4.939490511	NA	NA	NA	NA
ENSG00000230532	NA	NA	NA	-4.869871131	-3.5361784
ENSG00000230536	2.074599341	NA	NA	NA	NA
ENSG00000230552	-2.646528089	NA	NA	NA	NA
ENSG00000230553	3.733418423	NA	NA	NA	NA
ENSG00000230561	NA	NA	NA	-3.190332858	NA
ENSG00000230569	NA	NA	NA	-5.568939389	NA
ENSG00000230578	-2.804261776	NA	NA	NA	NA
ENSG00000230581	NA	NA	NA	-3.42906527	NA
ENSG00000230596	3.797839053	NA	NA	NA	NA
ENSG00000230606	-4.936684091	NA	-5.8572	-5.446130084	-13.30846
ENSG00000230609	2.393007059	NA	NA	NA	NA
ENSG00000230610	2.669362661	NA	NA	NA	NA
ENSG00000230613	NA	NA	NA	-2.191467878	NA
ENSG00000230615	-5.762205039	NA	NA	-6.868562554	NA
ENSG00000230626	-6.216797431	NA	NA	NA	NA
ENSG00000230628	-4.192112703	NA	NA	NA	NA
ENSG00000230629	-4.341028339	NA	NA	2.388727883	5.993732
ENSG00000230647	-4.980452019	NA	NA	NA	NA
ENSG00000230666	-4.432280876	NA	NA	NA	NA
ENSG00000230673	NA	NA	NA	-2.232090666	NA
ENSG00000230676	-4.345370977	NA	NA	NA	NA
ENSG00000230679	NA	NA	NA	-2.212996681	NA
ENSG00000230683	3.00271859	NA	NA	NA	NA
ENSG00000230684	2.131399871	NA	NA	NA	NA
ENSG00000230694	3.483200756	NA	NA	NA	NA
ENSG00000230707	3.184272147	NA	NA	NA	NA
ENSG00000230709	NA	NA	NA	NA	-5.512278
ENSG00000230715	-3.986622623	NA	-4.70794	-4.319625901	-19.96811
ENSG00000230720	NA	NA	NA	-3.148201842	NA
ENSG00000230724	-2.851370772	NA	NA	NA	NA
ENSG00000230730	-4.523365324	NA	NA	NA	NA
ENSG00000230732	NA	NA	NA	-4.78525871	NA
ENSG00000230734	-5.566436563	NA	-6.05417	-5.510705444	NA
ENSG00000230736	-2.406500033	NA	NA	NA	NA
ENSG00000230741	2.477252217	NA	NA	NA	NA
ENSG00000230756	NA	NA	NA	NA	3.0318232
ENSG00000230761	-4.73698051	NA	NA	NA	NA
ENSG00000230772	NA	NA	NA	-3.748314534	NA
ENSG00000230773	-2.589485523	NA	NA	-7.572389433	NA
ENSG00000230795	NA	NA	NA	-6.544338547	NA
ENSG00000230799	2.087011716	NA	NA	NA	NA
ENSG00000230812	-2.263976579	NA	NA	NA	NA
ENSG00000230817	-3.31007105	NA	NA	NA	NA
ENSG00000230825	-2.059318049	NA	NA	NA	NA
ENSG00000230833	2.571107811	NA	NA	NA	NA
ENSG00000230838	-4.471454365	NA	NA	NA	NA
ENSG00000230839	-4.312753033	NA	NA	NA	NA
ENSG00000230847	NA	NA	NA	-4.495904293	NA
ENSG00000230850	-3.394651614	NA	NA	NA	NA
ENSG00000230872	-2.733332866	NA	NA	NA	NA
ENSG00000230876	-5.299062569	NA	NA	NA	NA
ENSG00000230880	-4.804451801	-4.821026068	-7.60157	-7.220930505	-69.65066
ENSG00000230896	NA	NA	-3.18894	-2.926491017	NA
ENSG00000230902	3.69668246	NA	NA	NA	NA
ENSG00000230903	NA	NA	NA	-5.479567203	NA
ENSG00000230906	-5.224851454	NA	NA	NA	NA
ENSG00000230911	3.102042764	NA	NA	NA	NA
ENSG00000230918	5.170178535	NA	NA	NA	NA
ENSG00000230925	NA	NA	NA	-3.821511629	NA
ENSG00000230928	-5.140016347	NA	NA	-5.387389048	NA
ENSG00000230937	NA	NA	NA	NA	NA
ENSG00000230939	-2.412581911	NA	NA	-4.505990711	-7.5426087
ENSG00000230943	-4.165346935	NA	NA	NA	NA
ENSG00000230946	3.155590476	NA	NA	NA	NA
ENSG00000230953	2.357992326	NA	NA	NA	NA
ENSG00000230958	4.302553556	NA	NA	NA	NA
ENSG00000230965	NA	NA	NA	NA	NA
ENSG00000230979	-3.006493122	NA	NA	NA	NA
ENSG00000230981	NA	NA	NA	-3.670367039	NA
ENSG00000230988	2.548258172	NA	NA	NA	NA
ENSG00000230989	NA	NA	NA	NA	2.768527
ENSG00000230992	-5.711426846	NA	NA	-4.858689177	NA
ENSG00000231006	NA	NA	NA	-4.25812028	NA
ENSG00000231023	-2.426924974	NA	NA	NA	NA
ENSG00000231025	NA	NA	NA	NA	2.6793926
ENSG00000231028	NA	NA	NA	-3.905749872	NA
ENSG00000231031	-4.354034711	NA	NA	NA	NA
ENSG00000231043	-3.625165126	NA	NA	NA	NA
ENSG00000231047	2.250014848	NA	NA	NA	NA
ENSG00000231053	2.914477084	NA	NA	NA	NA
ENSG00000231057	-3.981889163	NA	NA	-4.6955004	NA
ENSG00000231081	NA	NA	NA	-5.241212715	NA
ENSG00000231084	NA	NA	NA	-3.904324791	-10.871121
ENSG00000231087	-3.139122883	NA	NA	NA	NA
ENSG00000231096	2.361376682	NA	NA	NA	NA
ENSG00000231104	2.263157019	NA	NA	NA	NA
ENSG00000231113	NA	NA	NA	-2.406180328	NA
ENSG00000231121	NA	NA	-5.37256	-3.967152258	NA
ENSG00000231125	NA	NA	NA	-2.389729059	NA
ENSG00000231128	-5.116953292	NA	NA	NA	NA
ENSG00000231132	4.088149325	NA	NA	NA	NA
ENSG00000231133	-4.512120064	NA	NA	NA	NA
ENSG00000231148	3.279663811	NA	NA	NA	NA
ENSG00000231160	NA	NA	NA	-3.833823503	NA
ENSG00000231167	-3.513704086	NA	NA	NA	NA
ENSG00000231169	3.214271333	NA	NA	NA	NA
ENSG00000231172	NA	NA	NA	-5.854368907	NA
ENSG00000231177	NA	NA	NA	NA	NA
ENSG00000231182	-8.166104998	NA	NA	NA	NA
ENSG00000231183	-4.44188941	NA	NA	NA	NA
ENSG00000231187	NA	NA	NA	-2.421953786	NA
ENSG00000231189	-5.432114415	NA	NA	-5.556612145	NA
ENSG00000231196	-2.560302311	NA	NA	NA	NA
ENSG00000231200	-3.143751287	NA	NA	NA	NA
ENSG00000231201	2.101352865	NA	NA	NA	NA
ENSG00000231205	NA	NA	-3.12668	-2.715397015	NA
ENSG00000231206	2.40046572	NA	NA	NA	NA
ENSG00000231212	-4.318348628	NA	NA	-3.831414389	NA
ENSG00000231217	-4.781932742	NA	NA	NA	NA
ENSG00000231226	-3.68021777	NA	NA	NA	NA
ENSG00000231234	NA	NA	NA	-2.482045833	NA
ENSG00000231241	3.004098102	NA	NA	NA	NA
ENSG00000231242	NA	NA	NA	-5.373377199	NA
ENSG00000231252	NA	NA	NA	-3.707456271	NA
ENSG00000231256	-5.420337162	NA	NA	-7.872351496	NA
ENSG00000231258	NA	NA	NA	NA	NA
ENSG00000231259	2.590279679	NA	NA	2.011857267	NA
ENSG00000231267	-4.184418068	NA	NA	NA	NA
ENSG00000231273	-2.572100285	NA	NA	-3.818084336	NA
ENSG00000231290	-4.330279367	NA	NA	NA	NA
ENSG00000231296	2.241726085	NA	NA	NA	NA
ENSG00000231307	2.391727562	NA	NA	NA	NA
ENSG00000231310	2.475657856	NA	NA	NA	NA
ENSG00000231329	NA	NA	-3.2655	-2.882981108	NA
ENSG00000231332	-2.161565705	NA	NA	NA	NA
ENSG00000231345	-2.022070886	NA	-3.43209	NA	NA
ENSG00000231346	-3.258725814	NA	-2.86206	-2.434013654	-5.2558646
ENSG00000231357	3.046292636	NA	NA	NA	NA
ENSG00000231360	NA	NA	-3.47646	-2.855748187	NA
ENSG00000231365	NA	NA	-2.7876	-2.523835224	-5.751089
ENSG00000231367	-6.71042389	-6.707365333	NA	-3.668824463	NA
ENSG00000231384	3.139225445	NA	NA	NA	NA
ENSG00000231389	-4.131462633	-4.13053885	-3.90014	NA	NA
ENSG00000231398	3.510403933	NA	NA	NA	NA
ENSG00000231402	-5.859257554	-5.86344705	NA	NA	NA
ENSG00000231407	NA	NA	NA	-4.102409907	NA
ENSG00000231412	-5.949020489	NA	NA	NA	NA
ENSG00000231419	-5.598760658	NA	NA	NA	NA
ENSG00000231429	-2.502267341	NA	NA	-4.139988448	NA
ENSG00000231431	-4.4395732	NA	NA	NA	NA
ENSG00000231439	-4.14427	NA	NA	NA	NA
ENSG00000231443	-4.4062086	NA	NA	-6.59583298	NA
ENSG00000231461	-2.706764631	NA	NA	NA	NA
ENSG00000231473	NA	NA	NA	2.178223177	NA
ENSG00000231475	NA	NA	NA	NA	NA
ENSG00000231486	-14.95291869	-14.96210484	NA	-20.20523431	NA
ENSG00000231487	13.57421706	NA	NA	NA	NA
ENSG00000231503	-2.686632931	NA	NA	NA	NA
ENSG00000231510	NA	NA	NA	NA	NA
ENSG00000231527	-3.944198459	NA	NA	-4.835202538	NA
ENSG00000231528	-6.165766456	NA	NA	NA	NA
ENSG00000231535	NA	NA	NA	-2.223548134	NA
ENSG00000231551	-2.582738272	NA	NA	NA	NA
ENSG00000231557	-4.476878335	NA	NA	NA	NA
ENSG00000231560	-8.511108735	-8.494450198	-5.29135	-3.668349729	NA
ENSG00000231563	-2.476888841	NA	NA	NA	NA
ENSG00000231564	2.961224654	NA	NA	NA	NA
ENSG00000231566	NA	NA	NA	-4.902798546	NA
ENSG00000231584	-2.371736257	NA	-4.48448	-4.020258555	NA
ENSG00000231595	NA	NA	NA	-3.671059529	NA
ENSG00000231599	NA	NA	NA	-4.569451782	NA
ENSG00000231609	NA	NA	-3.16794	-3.227300497	-3.3832088
ENSG00000231611	NA	NA	NA	-7.465833944	-8.308226
ENSG00000231616	NA	NA	-7.15786	-6.603798889	NA
ENSG00000231625	-5.27319447	NA	NA	NA	NA
ENSG00000231638	-3.213834939	NA	NA	NA	NA
ENSG00000231646	-5.850951328	NA	NA	NA	NA
ENSG00000231652	3.490923841	NA	NA	NA	NA
ENSG00000231663	-2.042065896	NA	NA	NA	NA
ENSG00000231669	NA	NA	NA	-4.374391978	NA
ENSG00000231672	-2.161469857	NA	NA	NA	NA
ENSG00000231680	-3.65072777	NA	NA	-4.527018702	NA
ENSG00000231686	-5.099617989	NA	NA	NA	NA
ENSG00000231689	-3.768045788	NA	NA	NA	NA
ENSG00000231690	-2.393636624	NA	NA	NA	NA
ENSG00000231697	3.614403668	NA	NA	NA	NA
ENSG00000231699	2.573645894	NA	NA	NA	NA
ENSG00000231702	-4.974508847	NA	NA	NA	NA
ENSG00000231703	-2.28662734	NA	NA	NA	NA
ENSG00000231707	3.228903386	NA	NA	NA	NA
ENSG00000231709	-3.805495214	NA	NA	NA	NA
ENSG00000231711	-2.521183568	NA	NA	NA	NA
ENSG00000231714	NA	NA	NA	NA	NA
ENSG00000231721	NA	NA	-2.7407	-2.464309419	NA
ENSG00000231724	-7.099416534	-7.069012869	NA	NA	NA
ENSG00000231728	2.706823123	NA	NA	NA	NA
ENSG00000231734	NA	NA	NA	-2.617524797	NA
ENSG00000231738	NA	NA	-3.31512	-2.902964797	NA
ENSG00000231739	NA	NA	NA	-2.911739565	NA
ENSG00000231742	NA	NA	NA	-3.8811051	NA
ENSG00000231748	-4.656543717	NA	NA	NA	NA
ENSG00000231749	-4.324528737	NA	NA	NA	NA
ENSG00000231756	3.332382081	NA	NA	NA	NA
ENSG00000231760	NA	NA	NA	-6.41734391	-7.349004
ENSG00000231764	NA	NA	NA	NA	NA
ENSG00000231767	-6.773388152	NA	NA	-3.841861414	NA
ENSG00000231771	-5.464525972	NA	NA	-7.334128052	NA
ENSG00000231772	-4.520146264	NA	NA	NA	NA
ENSG00000231776	-5.388437511	NA	NA	NA	NA
ENSG00000231780	2.464094246	NA	NA	NA	NA
ENSG00000231793	-3.619022858	NA	NA	-3.770023923	NA
ENSG00000231795	2.422009522	NA	NA	NA	NA
ENSG00000231816	NA	NA	NA	-3.680031317	NA
ENSG00000231817	-3.100559067	NA	-5.02478	-4.033091465	NA
ENSG00000231840	NA	NA	NA	NA	NA
ENSG00000231841	-4.557505839	NA	NA	NA	NA
ENSG00000231851	NA	NA	-2.33626	-2.144521691	-4.4214563
ENSG00000231858	-3.147977269	NA	NA	NA	NA
ENSG00000231859	-3.041873398	NA	NA	NA	NA
ENSG00000231864	NA	NA	2.11422	2.421781466	4.9716754
ENSG00000231865	NA	NA	NA	-5.350441086	NA
ENSG00000231868	-5.106898907	NA	NA	NA	NA
ENSG00000231870	NA	NA	NA	NA	NA
ENSG00000231873	-3.41298819	NA	NA	NA	NA
ENSG00000231880	NA	NA	NA	NA	3.7679193
ENSG00000231884	2.842007364	NA	NA	NA	NA
ENSG00000231889	NA	NA	-2.93363	-2.658344166	-6.3130813
ENSG00000231890	NA	NA	-4.87824	-4.690139899	-9.639088
ENSG00000231905	3.078263388	NA	NA	NA	NA
ENSG00000231918	-5.198170044	NA	NA	-6.07898213	NA
ENSG00000231961	2.683079322	NA	NA	NA	NA
ENSG00000231964	-6.434871075	NA	NA	NA	NA
ENSG00000231965	2.462735373	NA	NA	NA	NA
ENSG00000231969	NA	NA	NA	-2.70962228	NA
ENSG00000231971	2.921023845	NA	NA	NA	NA
ENSG00000231978	2.111679144	NA	NA	NA	NA
ENSG00000231991	NA	NA	4.34722	4.818896169	17.516394
ENSG00000231993	NA	NA	NA	-4.211020415	NA
ENSG00000231997	-5.585051263	NA	NA	-7.577191205	-5.460622
ENSG00000232006	-3.227640333	NA	NA	NA	NA
ENSG00000232015	NA	NA	NA	NA	-27.078512
ENSG00000232019	NA	NA	NA	NA	NA
ENSG00000232027	2.417359409	NA	NA	NA	NA
ENSG00000232032	-2.842743497	NA	NA	NA	NA
ENSG00000232040	-2.698458929	NA	NA	NA	NA
ENSG00000232042	2.422217733	NA	NA	NA	NA
ENSG00000232046	-3.110224342	NA	NA	NA	NA
ENSG00000232053	NA	NA	NA	-4.108160199	NA
ENSG00000232059	2.759171352	NA	NA	NA	NA
ENSG00000232079	-8.850037585	NA	NA	NA	NA
ENSG00000232081	2.680405459	NA	NA	NA	NA
ENSG00000232082	4.362461439	NA	NA	NA	NA
ENSG00000232083	2.130429183	NA	NA	NA	NA
ENSG00000232085	2.214594701	NA	NA	-2.060364435	NA
ENSG00000232093	NA	NA	NA	NA	NA
ENSG00000232097	-3.832942686	NA	NA	NA	NA
ENSG00000232098	-3.042511785	NA	NA	NA	NA
ENSG00000232101	3.383137285	NA	NA	NA	NA
ENSG00000232116	-2.275583335	NA	NA	-2.683366975	NA
ENSG00000232129	NA	NA	NA	NA	NA
ENSG00000232153	-4.236984599	NA	NA	NA	NA
ENSG00000232160	NA	NA	-2.83976	-2.440741572	-5.396787
ENSG00000232162	3.460616621	NA	NA	NA	NA
ENSG00000232163	3.010672532	NA	NA	NA	NA
ENSG00000232164	-7.557758759	-7.585944787	-5.41449	-4.267662983	-13.263399
ENSG00000232176	-6.174229056	NA	NA	NA	NA
ENSG00000232177	NA	NA	NA	NA	NA
ENSG00000232179	2.692506277	NA	NA	NA	NA
ENSG00000232187	-2.831519119	NA	NA	NA	NA
ENSG00000232196	NA	NA	NA	-5.416629631	NA
ENSG00000232216	NA	NA	NA	NA	NA
ENSG00000232217	2.922434432	NA	NA	NA	NA
ENSG00000232220	NA	NA	-2.46914	NA	NA
ENSG00000232224	-5.601902137	NA	NA	NA	NA
ENSG00000232228	2.193085635	NA	NA	NA	NA
ENSG00000232233	-7.142699922	-7.112693572	NA	-3.988830491	NA
ENSG00000232241	-7.319145343	NA	NA	NA	NA
ENSG00000232242	-3.450903028	NA	NA	NA	NA
ENSG00000232265	-4.608957953	NA	NA	NA	NA
ENSG00000232274	-3.783588314	NA	-9.67359	-8.824917743	-31.462048
ENSG00000232287	-3.610955036	NA	NA	NA	NA
ENSG00000232300	-2.755941373	NA	NA	-2.582326607	NA
ENSG00000232335	NA	NA	NA	-4.48896757	NA
ENSG00000232336	-4.068249756	NA	NA	-6.150849666	NA
ENSG00000232344	-3.202731821	NA	NA	-3.884119322	NA
ENSG00000232346	-8.683961932	NA	NA	-3.821343408	NA
ENSG00000232347	NA	NA	NA	-2.031936606	NA
ENSG00000232352	-6.443685809	NA	NA	NA	NA
ENSG00000232372	-3.570869151	NA	NA	NA	NA
ENSG00000232373	4.411495831	NA	NA	NA	NA
ENSG00000232386	-2.307219813	NA	-3.80135	-3.482345081	NA
ENSG00000232389	-5.017576183	NA	NA	NA	NA
ENSG00000232394	3.758771091	NA	NA	NA	NA
ENSG00000232406	NA	NA	NA	-5.275923246	NA
ENSG00000232412	NA	NA	NA	-2.426578793	NA
ENSG00000232415	-4.92552949	NA	NA	-2.674521953	NA
ENSG00000232422	3.129644362	NA	NA	NA	NA
ENSG00000232451	-4.770702304	NA	NA	NA	NA
ENSG00000232453	-2.529636576	NA	-3.57605	-2.873600765	NA
ENSG00000232454	2.210498122	NA	NA	NA	NA
ENSG00000232461	-8.220110721	NA	NA	NA	NA
ENSG00000232466	2.087277848	NA	NA	NA	NA
ENSG00000232467	2.848697759	NA	NA	NA	NA
ENSG00000232472	NA	NA	NA	NA	NA
ENSG00000232480	-5.225286636	NA	NA	NA	NA
ENSG00000232486	2.752290454	NA	NA	NA	NA
